PREDICATE,SUBJECT_NAME,OBJECT_NAME,Factuality_Score,Cancer_Type,Category,text,Predicted_Cancer_Type
AUGMENTS,YY1 gene|YY1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,YY1 gene|YY1 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,LAGE3 gene|LAGE3,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,LAGE3 gene|LAGE3 Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,LINC00885 gene|LINC00885,Noninfiltrating Intraductal Carcinoma,0.0109890109890109,Female Breast Cancer,Gene or Genome,LINC00885 gene|LINC00885 Noninfiltrating Intraductal Carcinoma,Female Breast Cancer
PREDISPOSES,CCL5,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,CCL5 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Mutation,"Breast Cancer, Familial",0.0,Female Breast Cancer,"Element, Ion, or Isotope","Mutation Breast Cancer, Familial",Female Breast Cancer
PREDISPOSES,ZNF385B gene|ZNF385B,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,ZNF385B gene|ZNF385B Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Pain relief,Early-Stage Breast Carcinoma,0.0,Female Breast Cancer,Other,Pain relief Early-Stage Breast Carcinoma,Female Breast Cancer
PREDISPOSES,Procedure findings:Finding:Point in time:^Patient:Narrative,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,Other,Procedure findings:Finding:Point in time:^Patient:Narrative Breast Carcinoma,Female Breast Cancer
CAUSES,Connexin 43|GJA1,Carcinoma breast stage IV,0.0,Female Breast Cancer,Other,Connexin 43|GJA1 Carcinoma breast stage IV,Female Breast Cancer
AUGMENTS,CHFR gene|CHFR,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,CHFR gene|CHFR Malignant neoplasm of breast,Female Breast Cancer
CAUSES,pristane,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,Other,pristane Breast Carcinoma,Female Breast Cancer
DISRUPTS,ruthenium,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,ruthenium Malignant neoplasm of breast,Female Breast Cancer
DISRUPTS,tripterine,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,tripterine Malignant neoplasm of breast,Female Breast Cancer
CAUSES,Secondary malignant neoplasm of bone,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Neoplastic Process,Secondary malignant neoplasm of bone Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Trans Fatty Acids,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Chemical,Trans Fatty Acids Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,IL20RA gene|IL20RA,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,IL20RA gene|IL20RA Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Health behavior,"Breast Cancer, Familial",0.0,Female Breast Cancer,Other,"Health behavior Breast Cancer, Familial",Female Breast Cancer
PREDISPOSES,paclitaxel,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,paclitaxel Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Functional Status,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",Functional Status Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,Phosphatidylinositide 3-Kinase Inhibitor,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Phosphatidylinositide 3-Kinase Inhibitor Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,AQP5 gene|AQP5,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,AQP5 gene|AQP5 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,LINC00511 gene|LINC00511,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,LINC00511 gene|LINC00511 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,MDM2 gene|MDM2,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,Gene or Genome,MDM2 gene|MDM2 Triple Negative Breast Neoplasms,Female Breast Cancer
CAUSES,Transforming Growth Factor beta,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,Biologically Active Substance,Transforming Growth Factor beta Triple Negative Breast Neoplasms,Female Breast Cancer
CAUSES,"FRAP1 protein, human|MTOR",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein","FRAP1 protein, human|MTOR Malignant neoplasm of breast",Female Breast Cancer
AFFECTS,OLFML2A gene|OLFML2A,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,Gene or Genome,OLFML2A gene|OLFML2A Triple Negative Breast Neoplasms,Female Breast Cancer
PREDISPOSES,Basis,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Basis Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Gene Mutant,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,Gene Mutant Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,High Level,Carcinoma breast stage IV,0.0,Female Breast Cancer,Other,High Level Carcinoma breast stage IV,Female Breast Cancer
PREDISPOSES,Volatile Organic Compounds,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Chemical,Volatile Organic Compounds Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,USP6NL gene|USP6NL,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,Gene or Genome,USP6NL gene|USP6NL Triple Negative Breast Neoplasms,Female Breast Cancer
AFFECTS,"Transcription, Genetic",HER2-positive carcinoma of breast,0.0089910089910089,Female Breast Cancer,Gene or Genome,"Transcription, Genetic HER2-positive carcinoma of breast",Female Breast Cancer
AFFECTS,Tumor Microenvironment,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,Neoplastic Process,Tumor Microenvironment Triple Negative Breast Neoplasms,Female Breast Cancer
PREDISPOSES,HOXB5 gene|HOXB5,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,HOXB5 gene|HOXB5 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Gamma-glutamyl transferase,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Gamma-glutamyl transferase Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Hormone Therapy,estrogen receptor-positive breast cancer,0.0089910089910089,Female Breast Cancer,Hormone,Hormone Therapy estrogen receptor-positive breast cancer,Female Breast Cancer
DISRUPTS,MTUS1 gene|MTUS1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,MTUS1 gene|MTUS1 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,SF3B3 gene|SF3B3,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,Gene or Genome,SF3B3 gene|SF3B3 Breast Carcinoma,Female Breast Cancer
AUGMENTS,cytokine,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Biologically Active Substance,cytokine Malignant neoplasm of breast,Female Breast Cancer
CAUSES,IMPACT gene,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,IMPACT gene Malignant neoplasm of breast,Female Breast Cancer
CAUSES,"LCN2 protein, human|LCN2",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein","LCN2 protein, human|LCN2 Malignant neoplasm of breast",Female Breast Cancer
AFFECTS,ATP5F1B gene,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,ATP5F1B gene Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Breast Cancer Prognostic Factor,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Neoplastic Process,Breast Cancer Prognostic Factor Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Discoidin Domain Receptor 1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Discoidin Domain Receptor 1 Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,polyphenols,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,polyphenols Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Photochemotherapy,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Photochemotherapy Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Estrogen Receptor 1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein",Estrogen Receptor 1 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Neoantigen,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Immunologic Factor,Neoantigen Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Diuretics,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Diuretics Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Long Intergenic Non-Protein Coding RNA,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,"Amino Acid, Peptide, or Protein",Long Intergenic Non-Protein Coding RNA Triple Negative Breast Neoplasms,Female Breast Cancer
DISRUPTS,Transcript,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,Other,Transcript Triple Negative Breast Neoplasms,Female Breast Cancer
PREDISPOSES,arsenic,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,arsenic Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Matrix Metalloproteinases,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,"Amino Acid, Peptide, or Protein",Matrix Metalloproteinases Triple Negative Breast Neoplasms,Female Breast Cancer
AFFECTS,Pills,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Pills Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Autoimmune Diseases,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Disease or Syndrome,Autoimmune Diseases Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,antagonists,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,antagonists Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,paracrine,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,Other,paracrine Triple Negative Breast Neoplasms,Female Breast Cancer
AFFECTS,Radiation,Early-Stage Breast Carcinoma,0.0,Female Breast Cancer,"Element, Ion, or Isotope",Radiation Early-Stage Breast Carcinoma,Female Breast Cancer
PREDISPOSES,GA-Binding Protein Transcription Factor|GABPA|NFE2L2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein",GA-Binding Protein Transcription Factor|GABPA|NFE2L2 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Ferroptosis,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Ferroptosis Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Candidate Disease Gene,Recurrent Breast Carcinoma,0.0009990009990009,Recurrent Breast Cancer,Gene or Genome,Candidate Disease Gene Recurrent Breast Carcinoma,Recurrent Breast Cancer
AFFECTS,Central Serous Chorioretinopathy,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,Other,Central Serous Chorioretinopathy Triple Negative Breast Neoplasms,Female Breast Cancer
AFFECTS,triclosan,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,triclosan Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Cyclin E,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Cyclin E Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,RAD51 gene|RAD51,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,RAD51 gene|RAD51 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,"HIF1A protein, human|HIF1A",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein","HIF1A protein, human|HIF1A Malignant neoplasm of breast",Female Breast Cancer
DISRUPTS,high density lipoprotein binding protein,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein",high density lipoprotein binding protein Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,HOXB7 gene|HOXB7,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,HOXB7 gene|HOXB7 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Pathologic Complete Response,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Pathologic Complete Response Malignant neoplasm of breast,Female Breast Cancer
DISRUPTS,paclitaxel,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,Other,paclitaxel Triple Negative Breast Neoplasms,Female Breast Cancer
PREDISPOSES,Tobacco smoking behavior,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Tobacco smoking behavior Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Infiltration,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",Infiltration Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,PIR gene|PIR,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,PIR gene|PIR Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,CDC25C gene|CDC25C,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,CDC25C gene|CDC25C Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,progesterone,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Hormone,progesterone Malignant neoplasm of breast,Female Breast Cancer
DISRUPTS,CLEC2D gene|CLEC2D,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,Gene or Genome,CLEC2D gene|CLEC2D Triple Negative Breast Neoplasms,Female Breast Cancer
DISRUPTS,sirolimus,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,sirolimus Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,"MEN1 protein, human|MEN1",estrogen receptor-positive breast cancer,0.0089910089910089,Female Breast Cancer,"Amino Acid, Peptide, or Protein","MEN1 protein, human|MEN1 estrogen receptor-positive breast cancer",Female Breast Cancer
PREDISPOSES,Brominated Diphenyl Ethers,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Brominated Diphenyl Ethers Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,ACSL4 gene|ACSL4,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,ACSL4 gene|ACSL4 Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,Flap Endonuclease-1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Flap Endonuclease-1 Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,IDO1 gene|IDO1,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,Gene or Genome,IDO1 gene|IDO1 Triple Negative Breast Neoplasms,Female Breast Cancer
AFFECTS,Immune response,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,Immunologic Factor,Immune response Triple Negative Breast Neoplasms,Female Breast Cancer
PREDISPOSES,>40 years,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,>40 years Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Cyclin-Dependent Kinases,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,Other,Cyclin-Dependent Kinases Triple Negative Breast Neoplasms,Female Breast Cancer
AFFECTS,DPP3 gene|DPP3,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,DPP3 gene|DPP3 Malignant neoplasm of breast,Female Breast Cancer
DISRUPTS,niclosamide,HER2-positive carcinoma of breast,0.0089910089910089,Female Breast Cancer,Other,niclosamide HER2-positive carcinoma of breast,Female Breast Cancer
CAUSES,PQBP1 gene|PQBP1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,PQBP1 gene|PQBP1 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Antihypertensive Agents,HER2-positive carcinoma of breast,0.0089910089910089,Female Breast Cancer,Chemical Viewed Functionally,Antihypertensive Agents HER2-positive carcinoma of breast,Female Breast Cancer
PREDISPOSES,Responsive Disease,Locally advanced breast cancer,0.0,Female Breast Cancer,Disease or Syndrome,Responsive Disease Locally advanced breast cancer,Female Breast Cancer
PREDISPOSES,CEP295 gene|CEP295,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,CEP295 gene|CEP295 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,tissue polypeptide specific antigen,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein",tissue polypeptide specific antigen Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,beta catenin,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,Other,beta catenin Triple Negative Breast Neoplasms,Female Breast Cancer
AUGMENTS,PBXIP1 gene|PBXIP1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,PBXIP1 gene|PBXIP1 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Pyroptosis,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,Other,Pyroptosis Triple Negative Breast Neoplasms,Female Breast Cancer
PREDISPOSES,Duration,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",Duration Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Axillary node METASTASIS,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Neoplastic Process,Axillary node METASTASIS Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,MIR655 gene|MIR655,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,MIR655 gene|MIR655 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,LOC105371267,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,LOC105371267 Malignant neoplasm of breast,Female Breast Cancer
DISRUPTS,ITGA2B wt Allele|ITGA2B,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,ITGA2B wt Allele|ITGA2B Malignant neoplasm of breast,Female Breast Cancer
